"","action","x1","x2","y1","y2","z1","z2"
"21195","on",54749,55345,18628,25197,-36466,-34031
"21196","on",54418,54748,25198,25677,-36466,-34031
"21197","on",54418,54748,18628,25197,-36466,-34031
"21198","on",54226,54417,25198,25677,-36466,-34031
"21199","on",54226,54417,18628,25197,-36466,-34031
"21200","on",54749,55345,5063,9212,-36466,-34031
"21201","on",54418,54748,5063,9212,-36466,-34031
"21202","on",54226,54417,5063,9212,-36466,-34031
"21203","on",51115,51743,12088,12520,-62536,-59730
"21204","on",51115,51743,12521,15386,-62536,-59730
"21205","on",51744,52622,12088,12520,-62536,-59730
"21206","on",51744,52622,12521,13006,-62536,-59730
"21207","on",51744,52622,13007,15386,-62536,-59730
"21208","on",50984,51114,15295,15386,-62536,-59730
"21209","on",50984,51114,12088,12520,-62536,-59730
"21210","on",50984,51114,12521,15294,-62536,-59730
"21211","on",51115,51743,9213,12087,-62536,-59730
"21212","on",51744,52622,9213,12087,-62536,-59730
"21213","on",50984,51114,9213,11679,-62536,-59730
"21214","on",50984,51114,11680,12087,-62536,-59730
"21215","on",52623,54225,12088,12520,-62536,-59730
"21216","on",52623,54225,12521,13006,-62536,-59730
"21217","on",52623,54225,13007,15386,-62536,-59730
"21218","on",52623,54225,9213,12087,-62536,-59730
"21219","on",51115,51743,12088,12520,-36466,-34031
"21220","on",51115,51743,12521,15386,-36466,-34031
"21221","on",51744,52622,12088,12520,-36466,-34031
"21222","on",51744,52622,12521,13006,-36466,-34031
"21223","on",51744,52622,13007,15386,-36466,-34031
"21224","on",50984,51114,15295,15386,-36466,-34031
"21225","on",50984,51114,12088,12520,-36466,-34031
"21226","on",50984,51114,12521,15294,-36466,-34031
"21227","on",51115,51743,9213,12087,-36466,-34031
"21228","on",51744,52622,9213,12087,-36466,-34031
"21229","on",50984,51114,9213,11679,-36466,-34031
"21230","on",50984,51114,11680,12087,-36466,-34031
"21231","on",52623,54225,12088,12520,-36466,-34031
"21232","on",52623,54225,12521,13006,-36466,-34031
"21233","on",52623,54225,13007,15386,-36466,-34031
"21234","on",52623,54225,9213,12087,-36466,-34031
"21235","on",51115,51743,26444,31458,-62536,-34031
"21236","on",51744,52622,26444,31458,-62536,-34031
"21237","on",50984,51114,26444,31458,-62536,-34031
"21238","on",52623,54225,26444,31458,-62536,-34031
"21239","on",51115,51743,15387,18627,-62536,-59730
"21240","on",51744,52622,15387,18627,-62536,-59730
"21241","on",50984,51114,15387,18627,-62536,-59730
"21242","on",52623,54225,15387,18627,-62536,-59730
"21243","on",51115,51743,25678,26443,-62536,-59730
"21244","on",51744,52622,25678,26443,-62536,-59730
"21245","on",50984,51114,25678,26443,-62536,-59730
"21246","on",52623,54225,25678,26443,-62536,-59730
"21247","on",51115,51743,25198,25677,-62536,-59730
"21248","on",51115,51743,18628,25197,-62536,-59730
"21249","on",51744,52622,25198,25677,-62536,-59730
"21250","on",51744,52622,18628,25197,-62536,-59730
"21251","on",50984,51114,25198,25677,-62536,-59730
"21252","on",50984,51114,18628,25197,-62536,-59730
"21253","on",52623,54225,25198,25677,-62536,-59730
"21254","on",52623,54225,18628,25197,-62536,-59730
"21255","on",51115,51743,15387,18627,-36466,-34031
"21256","on",51744,52622,15387,18627,-36466,-34031
"21257","on",50984,51114,15387,18627,-36466,-34031
"21258","on",52623,54225,15387,18627,-36466,-34031
"21259","on",51115,51743,25678,26443,-36466,-34031
"21260","on",51744,52622,25678,26443,-36466,-34031
"21261","on",50984,51114,25678,26443,-36466,-34031
"21262","on",52623,54225,25678,26443,-36466,-34031
"21263","on",51115,51743,25198,25677,-36466,-34031
"21264","on",51115,51743,18628,25197,-36466,-34031
"21265","on",51744,52622,25198,25677,-36466,-34031
"21266","on",51744,52622,18628,25197,-36466,-34031
"21267","on",50984,51114,25198,25677,-36466,-34031
"21268","on",50984,51114,18628,25197,-36466,-34031
"21269","on",52623,54225,25198,25677,-36466,-34031
"21270","on",52623,54225,18628,25197,-36466,-34031
"21271","on",51115,51743,5063,9212,-36466,-34031
"21272","on",51744,52622,5063,9212,-36466,-34031
"21273","on",50984,51114,5063,9212,-36466,-34031
"21274","on",52623,54225,5063,9212,-36466,-34031
"21275","on",55346,55452,5063,7884,-36466,-34031
"21276","on",55453,55931,5063,7884,-36466,-34031
"21277","on",55932,56013,5063,7884,-36466,-34031
"21278","on",56014,56914,5063,7884,-36466,-34031
"21279","on",57507,57567,5063,7884,-36466,-34031
"21280","on",56915,57506,5063,7884,-36466,-34031
"21281","on",59945,60851,5063,7884,-62536,-59730
"21282","on",59605,59944,5063,7884,-62536,-59730
"21283","on",59945,60851,5063,7884,-36466,-34031
"21284","on",59605,59944,5063,7884,-36466,-34031
"21285","on",58826,58833,5063,7884,-62536,-59730
"21286","on",58834,59604,5063,7884,-62536,-59730
"21287","on",58826,58833,5063,7884,-36466,-34031
"21288","on",58834,59604,5063,7884,-36466,-34031
"21289","on",58779,58825,5063,7884,-36466,-34031
"21290","on",57923,58778,5063,7884,-36466,-34031
"21291","on",57568,57922,5063,7884,-36466,-34031
"21292","on",63566,63673,5617,7884,-62536,-59730
"21293","on",63566,63673,5617,7884,-36466,-34031
"21294","on",60852,62331,5617,7884,-62536,-59730
"21295","on",62332,62625,5617,7884,-62536,-59730
"21296","on",60852,62331,5617,7884,-36466,-34031
"21297","on",62332,62625,5617,7884,-36466,-34031
"21298","on",62626,63565,5617,7884,-62536,-59730
"21299","on",62626,63565,5617,7884,-36466,-34031
"21300","on",63566,63673,5063,5616,-62536,-59730
"21301","on",60852,62331,5063,5616,-62536,-59730
"21302","on",62332,62625,5063,5616,-62536,-59730
"21303","on",62626,63565,5063,5616,-62536,-59730
"21304","on",55346,55452,30929,31458,-62536,-34031
"21305","on",55453,55931,30929,31458,-62536,-34031
"21306","on",55932,56013,30929,31458,-62536,-34031
"21307","on",56014,56914,30929,31458,-62536,-34031
"21308","on",57507,57567,30929,31458,-62536,-34031
"21309","on",56915,57506,30929,31458,-62536,-34031
"21310","on",59945,60851,30929,31458,-62536,-57491
"21311","on",59605,59944,30929,31458,-62536,-57491
"21312","on",58826,58833,30929,31458,-62536,-34031
"21313","on",58834,59604,30929,31458,-62536,-57491
"21314","on",58779,58825,30929,31458,-62536,-34031
"21315","on",57923,58778,30929,31458,-62536,-34031
"21316","on",57568,57922,30929,31458,-62536,-34031
"21317","on",63566,63673,31204,31458,-62536,-57491
"21318","on",63566,63673,30929,31203,-62536,-57491
"21319","on",60852,62331,30929,31458,-62536,-57491
"21320","on",62332,62625,31204,31458,-62536,-57491
"21321","on",62332,62625,30929,31203,-62536,-57491
"21322","on",62626,63565,31204,31458,-62536,-57491
"21323","on",62626,63565,30929,31203,-62536,-57491
"21324","on",55346,55452,12088,12520,-62536,-59730
"21325","on",55346,55452,12521,13006,-62536,-59730
"21326","on",55453,55931,12088,12520,-62536,-59730
"21327","on",55453,55931,12521,13006,-62536,-59730
"21328","on",55932,56013,12088,12520,-62536,-59730
"21329","on",55932,56013,12521,13006,-62536,-59730
"21330","on",55346,55452,13007,15386,-62536,-59730
"21331","on",55453,55931,13007,15386,-62536,-59730
"21332","on",55932,56013,13007,15386,-62536,-59730
"21333","on",55346,55452,9213,12087,-62536,-59730
"21334","on",55453,55931,9213,12087,-62536,-59730
"21335","on",55932,56013,9213,12087,-62536,-59730
"21336","on",55346,55452,26444,30928,-62536,-44156
"21337","on",55453,55931,26444,30928,-62536,-44156
"21338","on",55932,56013,26444,30928,-62536,-44156
"21339","on",55346,55452,15387,18627,-62536,-59730
"21340","on",55453,55931,15387,18627,-62536,-59730
"21341","on",55932,56013,15387,18627,-62536,-59730
"21342","on",55346,55452,25678,26443,-62536,-59730
"21343","on",55453,55931,25678,26443,-62536,-59730
"21344","on",55932,56013,25678,26443,-62536,-59730
"21345","on",55346,55452,25198,25677,-62536,-59730
"21346","on",55346,55452,18628,25197,-62536,-59730
"21347","on",55453,55931,25198,25677,-62536,-59730
"21348","on",55453,55931,18628,25197,-62536,-59730
"21349","on",55932,56013,25198,25677,-62536,-59730
"21350","on",55932,56013,18628,25197,-62536,-59730
"21351","on",56014,56914,12088,12520,-62536,-59730
"21352","on",56014,56914,12521,13006,-62536,-59730
"21353","on",56014,56914,13007,15386,-62536,-59730
"21354","on",56014,56914,9213,12087,-62536,-59730
"21355","on",57507,57567,9213,12520,-62536,-59730
"21356","on",57507,57567,12521,13006,-62536,-59730
"21357","on",57507,57567,13007,15386,-62536,-59730
"21358","on",56915,57506,12088,12520,-62536,-59730
"21359","on",56915,57506,12521,13006,-62536,-59730
"21360","on",56915,57506,13007,15386,-62536,-59730
"21361","on",56915,57506,9213,12087,-62536,-59730
"21362","on",56014,56914,26444,30928,-62536,-44156
"21363","on",57507,57567,27031,30928,-62536,-44156
"21364","on",56915,57506,27031,30928,-62536,-44156
"21365","on",57507,57567,26444,27030,-62536,-44156
"21366","on",56915,57506,26444,27030,-62536,-44156
"21367","on",56014,56914,15387,18627,-62536,-59730
"21368","on",57507,57567,15387,15834,-62536,-59730
"21369","on",56915,57506,15387,15834,-62536,-59730
"21370","on",57507,57567,15835,18627,-62536,-59730
"21371","on",56915,57506,15835,18627,-62536,-59730
"21372","on",56014,56914,25678,26443,-62536,-59730
"21373","on",57507,57567,25678,26443,-62536,-59730
"21374","on",56915,57506,25678,26443,-62536,-59730
"21375","on",56014,56914,25198,25677,-62536,-59730
"21376","on",56014,56914,18628,25197,-62536,-59730
"21377","on",57507,57567,25198,25677,-62536,-59730
"21378","on",57507,57567,18628,25197,-62536,-59730
"21379","on",56915,57506,25198,25677,-62536,-59730
"21380","on",56915,57506,18628,25197,-62536,-59730
"21381","on",59945,60851,7885,12520,-62536,-59730
"21382","on",59945,60851,12521,13006,-62536,-59730
"21383","on",59945,60851,13007,15386,-62536,-59730
"21384","on",59605,59944,7885,12520,-62536,-59730
"21385","on",59605,59944,12521,13006,-62536,-59730
"21386","on",59605,59944,13007,15386,-62536,-59730
"21387","on",58826,58833,7885,12520,-62536,-59730
"21388","on",58826,58833,12521,13006,-62536,-59730
"21389","on",58834,59604,7885,12520,-62536,-59730
"21390","on",58834,59604,12521,13006,-62536,-59730
"21391","on",58826,58833,13007,15386,-62536,-59730
"21392","on",58834,59604,13007,15386,-62536,-59730
"21393","on",59945,60851,27031,30928,-62536,-57491
"21394","on",59605,59944,27031,30928,-62536,-57491
"21395","on",59945,60851,26444,27030,-62536,-57491
"21396","on",59605,59944,26444,27030,-62536,-57491
"21397","on",59945,60851,15387,15509,-62536,-59730
"21398","on",59945,60851,15510,15834,-62536,-59730
"21399","on",59605,59944,15387,15509,-62536,-59730
"21400","on",59605,59944,15510,15834,-62536,-59730
"21401","on",59945,60851,15835,18627,-62536,-59730
"21402","on",59605,59944,15835,18627,-62536,-59730
"21403","on",59945,60851,25678,26443,-62536,-59730
"21404","on",59605,59944,25678,26443,-62536,-59730
"21405","on",59945,60851,25198,25677,-62536,-59730
"21406","on",59945,60851,18628,25197,-62536,-59730
"21407","on",59605,59944,25198,25677,-62536,-59730
"21408","on",59605,59944,18628,25197,-62536,-59730
"21409","on",58826,58833,27031,30928,-62536,-44156
"21410","on",58834,59604,27031,30928,-62536,-57491
"21411","on",58826,58833,26444,27030,-62536,-44156
"21412","on",58834,59604,26444,27030,-62536,-57491
"21413","on",58826,58833,15387,15834,-62536,-59730
"21414","on",58834,59604,15387,15509,-62536,-59730
"21415","on",58834,59604,15510,15834,-62536,-59730
"21416","on",58826,58833,15835,18627,-62536,-59730
"21417","on",58834,59604,15835,18627,-62536,-59730
"21418","on",58826,58833,25678,26443,-62536,-59730
"21419","on",58834,59604,25678,26443,-62536,-59730
"21420","on",58826,58833,25198,25677,-62536,-59730
"21421","on",58826,58833,18628,25197,-62536,-59730
"21422","on",58834,59604,25198,25677,-62536,-59730
"21423","on",58834,59604,18628,25197,-62536,-59730
"21424","on",58779,58825,9213,12520,-62536,-59730
"21425","on",58779,58825,12521,13006,-62536,-59730
"21426","on",58779,58825,13007,15386,-62536,-59730
"21427","on",57923,58778,9213,12520,-62536,-59730
"21428","on",57923,58778,12521,13006,-62536,-59730
"21429","on",57923,58778,13007,15386,-62536,-59730
"21430","on",58779,58825,27031,30928,-62536,-44156
"21431","on",58779,58825,26444,27030,-62536,-44156
"21432","on",57923,58778,27031,30928,-62536,-44156
"21433","on",57923,58778,26444,27030,-62536,-44156
"21434","on",58779,58825,15387,15834,-62536,-59730
"21435","on",58779,58825,15835,18627,-62536,-59730
"21436","on",58779,58825,25678,26443,-62536,-59730
"21437","on",58779,58825,25198,25677,-62536,-59730
"21438","on",58779,58825,18628,25197,-62536,-59730
"21439","on",57923,58778,15387,15834,-62536,-59730
"21440","on",57923,58778,15835,18627,-62536,-59730
"21441","on",57923,58778,25678,26443,-62536,-59730
"21442","on",57923,58778,25198,25677,-62536,-59730
"21443","on",57923,58778,18628,25197,-62536,-59730
"21444","on",57568,57922,9213,12520,-62536,-59730
"21445","on",57568,57922,12521,13006,-62536,-59730
"21446","on",57568,57922,13007,15386,-62536,-59730
"21447","on",57568,57922,27031,30928,-62536,-44156
"21448","on",57568,57922,26444,27030,-62536,-44156
"21449","on",57568,57922,15387,15834,-62536,-59730
"21450","on",57568,57922,15835,18627,-62536,-59730
"21451","on",57568,57922,25678,26443,-62536,-59730
"21452","on",57568,57922,25198,25677,-62536,-59730
"21453","on",57568,57922,18628,25197,-62536,-59730
"21454","on",63566,63673,27031,30928,-62536,-57491
"21455","on",63566,63673,26444,27030,-62536,-57491
"21456","on",63566,63673,7885,12151,-62536,-59730
"21457","on",63566,63673,12152,12520,-62536,-59730
"21458","on",63566,63673,12521,13006,-62536,-59730
"21459","on",63566,63673,13007,15509,-62536,-59730
"21460","on",63566,63673,15510,15834,-62536,-59730
"21461","on",63566,63673,15835,18627,-62536,-59730
"21462","on",63566,63673,25678,26443,-62536,-59730
"21463","on",63566,63673,25198,25677,-62536,-59730
"21464","on",63566,63673,18628,25197,-62536,-59730
"21465","on",60852,62331,7885,12520,-62536,-59730
"21466","on",60852,62331,12521,13006,-62536,-59730
"21467","on",62332,62625,7885,12151,-62536,-59730
"21468","on",62332,62625,12152,12520,-62536,-59730
"21469","on",62332,62625,12521,13006,-62536,-59730
"21470","on",60852,62331,13007,15386,-62536,-59730
"21471","on",62332,62625,13007,15386,-62536,-59730
"21472","on",62626,63565,7885,12151,-62536,-59730
"21473","on",62626,63565,12152,12520,-62536,-59730
"21474","on",62626,63565,12521,13006,-62536,-59730
"21475","on",62626,63565,13007,15386,-62536,-59730
"21476","on",60852,62331,27031,30928,-62536,-57491
"21477","on",62332,62625,27031,30928,-62536,-57491
"21478","on",60852,62331,26444,27030,-62536,-57491
"21479","on",62332,62625,26444,27030,-62536,-57491
"21480","on",60852,62331,15387,15509,-62536,-59730
"21481","on",60852,62331,15510,15834,-62536,-59730
"21482","on",62332,62625,15387,15509,-62536,-59730
"21483","on",62332,62625,15510,15834,-62536,-59730
"21484","on",60852,62331,15835,18627,-62536,-59730
"21485","on",62332,62625,15835,18627,-62536,-59730
"21486","on",60852,62331,25678,26443,-62536,-59730
"21487","on",62332,62625,25678,26443,-62536,-59730
"21488","on",60852,62331,25198,25677,-62536,-59730
"21489","on",60852,62331,18628,25197,-62536,-59730
"21490","on",62332,62625,25198,25677,-62536,-59730
"21491","on",62332,62625,18628,25197,-62536,-59730
"21492","on",62626,63565,27031,30928,-62536,-57491
"21493","on",62626,63565,26444,27030,-62536,-57491
"21494","on",62626,63565,15387,15509,-62536,-59730
"21495","on",62626,63565,15510,15834,-62536,-59730
"21496","on",62626,63565,15835,18627,-62536,-59730
"21497","on",62626,63565,25678,26443,-62536,-59730
"21498","on",62626,63565,25198,25677,-62536,-59730
"21499","on",62626,63565,18628,25197,-62536,-59730
"21500","on",55346,55452,12088,12520,-34351,-34031
"21501","on",55346,55452,12521,13006,-34351,-34031
"21502","on",55453,55931,12088,12520,-34351,-34031
"21503","on",55453,55931,12521,13006,-34351,-34031
"21504","on",55932,56013,12088,12520,-34351,-34031
"21505","on",55932,56013,12521,13006,-34351,-34031
"21506","on",55346,55452,13007,15386,-34351,-34031
"21507","on",55453,55931,13007,15386,-34351,-34031
"21508","on",55932,56013,13007,15386,-34351,-34031
"21509","on",55346,55452,9213,12087,-34351,-34031
"21510","on",55453,55931,9213,12087,-34351,-34031
"21511","on",55932,56013,9213,12087,-34351,-34031
"21512","on",55346,55452,26444,30928,-34351,-34031
"21513","on",55453,55931,26444,30928,-34351,-34031
"21514","on",55932,56013,26444,30928,-34351,-34031
"21515","on",55346,55452,15387,18627,-34351,-34031
"21516","on",55453,55931,15387,18627,-34351,-34031
"21517","on",55932,56013,15387,18627,-34351,-34031
"21518","on",55346,55452,25678,26443,-34351,-34031
"21519","on",55453,55931,25678,26443,-34351,-34031
"21520","on",55932,56013,25678,26443,-34351,-34031
"21521","on",55346,55452,25198,25677,-34351,-34031
"21522","on",55346,55452,18628,25197,-34351,-34031
"21523","on",55453,55931,25198,25677,-34351,-34031
"21524","on",55453,55931,18628,25197,-34351,-34031
"21525","on",55932,56013,25198,25677,-34351,-34031
"21526","on",55932,56013,18628,25197,-34351,-34031
"21527","on",55346,55452,7885,9212,-34351,-34031
"21528","on",55453,55931,7885,9212,-34351,-34031
"21529","on",55932,56013,7885,9212,-34351,-34031
"21530","on",56014,56914,12088,12520,-34351,-34031
"21531","on",56014,56914,12521,13006,-34351,-34031
"21532","on",56014,56914,13007,15386,-34351,-34031
"21533","on",56014,56914,9213,12087,-34351,-34031
"21534","on",57507,57567,9213,12520,-34351,-34031
"21535","on",57507,57567,12521,13006,-34351,-34031
"21536","on",57507,57567,13007,15386,-34351,-34031
"21537","on",56915,57506,12088,12520,-34351,-34031
"21538","on",56915,57506,12521,13006,-34351,-34031
"21539","on",56915,57506,13007,15386,-34351,-34031
"21540","on",56915,57506,9213,12087,-34351,-34031
"21541","on",56014,56914,26444,30928,-34351,-34031
"21542","on",57507,57567,27031,30928,-34351,-34031
"21543","on",56915,57506,27031,30928,-34351,-34031
"21544","on",57507,57567,26444,27030,-34351,-34031
"21545","on",56915,57506,26444,27030,-34351,-34031
"21546","on",56014,56914,15387,18627,-34351,-34031
"21547","on",57507,57567,15387,15834,-34351,-34031
"21548","on",56915,57506,15387,15834,-34351,-34031
"21549","on",57507,57567,15835,18627,-34351,-34031
"21550","on",56915,57506,15835,18627,-34351,-34031
"21551","on",56014,56914,25678,26443,-34351,-34031
"21552","on",57507,57567,25678,26443,-34351,-34031
"21553","on",56915,57506,25678,26443,-34351,-34031
"21554","on",56014,56914,25198,25677,-34351,-34031
"21555","on",56014,56914,18628,25197,-34351,-34031
"21556","on",57507,57567,25198,25677,-34351,-34031
"21557","on",57507,57567,18628,25197,-34351,-34031
"21558","on",56915,57506,25198,25677,-34351,-34031
"21559","on",56915,57506,18628,25197,-34351,-34031
"21560","on",56014,56914,7885,9212,-34351,-34031
"21561","on",57507,57567,7885,9212,-34351,-34031
"21562","on",56915,57506,7885,9212,-34351,-34031
"21563","on",59945,60851,7885,12520,-34351,-34031
"21564","on",59945,60851,12521,13006,-34351,-34031
"21565","on",59945,60851,13007,15386,-34351,-34031
"21566","on",59605,59944,7885,12520,-34351,-34031
"21567","on",59605,59944,12521,13006,-34351,-34031
"21568","on",59605,59944,13007,15386,-34351,-34031
"21569","on",58826,58833,7885,12520,-34351,-34031
"21570","on",58826,58833,12521,13006,-34351,-34031
"21571","on",58834,59604,7885,12520,-34351,-34031
"21572","on",58834,59604,12521,13006,-34351,-34031
"21573","on",58826,58833,13007,15386,-34351,-34031
"21574","on",58834,59604,13007,15386,-34351,-34031
"21575","on",59945,60851,15387,15509,-34351,-34031
"21576","on",59605,59944,15387,15509,-34351,-34031
"21577","on",58826,58833,27031,30928,-34351,-34031
"21578","on",58826,58833,26444,27030,-34351,-34031
"21579","on",58826,58833,15387,15834,-34351,-34031
"21580","on",58834,59604,15387,15509,-34351,-34031
"21581","on",58826,58833,15835,18627,-34351,-34031
"21582","on",58826,58833,25678,26443,-34351,-34031
"21583","on",58826,58833,25198,25677,-34351,-34031
"21584","on",58826,58833,18628,25197,-34351,-34031
"21585","on",58779,58825,9213,12520,-34351,-34031
"21586","on",58779,58825,12521,13006,-34351,-34031
"21587","on",58779,58825,13007,15386,-34351,-34031
"21588","on",57923,58778,9213,12520,-34351,-34031
"21589","on",57923,58778,12521,13006,-34351,-34031
"21590","on",57923,58778,13007,15386,-34351,-34031
"21591","on",58779,58825,27031,30928,-34351,-34031
"21592","on",58779,58825,26444,27030,-34351,-34031
"21593","on",57923,58778,27031,30928,-34351,-34031
"21594","on",57923,58778,26444,27030,-34351,-34031
"21595","on",58779,58825,15387,15834,-34351,-34031
"21596","on",58779,58825,15835,18627,-34351,-34031
"21597","on",58779,58825,25678,26443,-34351,-34031
"21598","on",58779,58825,25198,25677,-34351,-34031
"21599","on",58779,58825,18628,25197,-34351,-34031
"21600","on",57923,58778,15387,15834,-34351,-34031
"21601","on",57923,58778,15835,18627,-34351,-34031
"21602","on",57923,58778,25678,26443,-34351,-34031
"21603","on",57923,58778,25198,25677,-34351,-34031
"21604","on",57923,58778,18628,25197,-34351,-34031
"21605","on",57568,57922,9213,12520,-34351,-34031
"21606","on",57568,57922,12521,13006,-34351,-34031
"21607","on",57568,57922,13007,15386,-34351,-34031
"21608","on",57568,57922,27031,30928,-34351,-34031
"21609","on",57568,57922,26444,27030,-34351,-34031
"21610","on",57568,57922,15387,15834,-34351,-34031
"21611","on",57568,57922,15835,18627,-34351,-34031
"21612","on",57568,57922,25678,26443,-34351,-34031
"21613","on",57568,57922,25198,25677,-34351,-34031
"21614","on",57568,57922,18628,25197,-34351,-34031
"21615","on",58779,58825,7885,9212,-34351,-34031
"21616","on",57923,58778,7885,9212,-34351,-34031
"21617","on",57568,57922,7885,9212,-34351,-34031
"21618","on",63566,63673,7885,12151,-34351,-34031
"21619","on",63566,63673,12152,12520,-34351,-34031
"21620","on",63566,63673,12521,13006,-34351,-34031
"21621","on",63566,63673,13007,15509,-34351,-34031
"21622","on",60852,62331,7885,12520,-34351,-34031
"21623","on",60852,62331,12521,13006,-34351,-34031
"21624","on",62332,62625,7885,12151,-34351,-34031
"21625","on",62332,62625,12152,12520,-34351,-34031
"21626","on",62332,62625,12521,13006,-34351,-34031
"21627","on",60852,62331,13007,15386,-34351,-34031
"21628","on",62332,62625,13007,15386,-34351,-34031
"21629","on",62626,63565,7885,12151,-34351,-34031
"21630","on",62626,63565,12152,12520,-34351,-34031
"21631","on",62626,63565,12521,13006,-34351,-34031
"21632","on",62626,63565,13007,15386,-34351,-34031
"21633","on",60852,62331,15387,15509,-34351,-34031
"21634","on",62332,62625,15387,15509,-34351,-34031
"21635","on",62626,63565,15387,15509,-34351,-34031
"21636","on",63674,64174,5617,7884,-62536,-59730
"21637","on",63674,64174,5617,7884,-36466,-34031
"21638","on",63674,64174,5063,5616,-62536,-59730
"21639","on",63674,64174,7885,12151,-62536,-59730
"21640","on",63674,64174,12152,12520,-62536,-59730
"21641","on",63674,64174,12521,13006,-62536,-59730
"21642","on",63674,64174,13007,15509,-62536,-59730
"21643","on",63674,64174,15510,15834,-62536,-59730
"21644","on",63674,64174,15835,18627,-62536,-59730
"21645","on",63674,64174,18628,20682,-62536,-59730
"21646","on",63674,64174,7885,12151,-34351,-34031
"21647","on",63674,64174,12152,12520,-34351,-34031
"21648","on",63674,64174,12521,13006,-34351,-34031
"21649","on",63674,64174,13007,15509,-34351,-34031
"21650","on",63674,64174,31204,31458,-62536,-57491
"21651","on",63674,64174,30929,31203,-62536,-57491
"21652","on",63674,64174,27031,30928,-62536,-57491
"21653","on",63674,64174,26444,27030,-62536,-57491
"21654","on",63674,64174,25678,26443,-62536,-59730
"21655","on",63674,64174,25198,25677,-62536,-59730
"21656","on",63674,64174,20683,25197,-62536,-59730
"21657","on",21844,21997,19902,21510,61742,84665
"21658","on",21639,21843,19902,21510,61742,84665
"21659","on",20461,21638,20190,21510,61742,84665
"21660","on",20461,21638,19902,20189,61742,70068
"21661","on",20079,20460,19902,21510,61742,68805
"21662","on",21844,21997,13011,19901,61742,64701
"21663","on",21639,21843,13011,19901,61742,64701
"21664","on",20461,21638,13011,19901,61742,64701
"21665","on",20079,20460,13011,19901,61742,64701
"21666","on",21844,21997,13011,19901,79020,84665
"21667","on",21639,21843,13011,19901,79020,84665
"21668","on",21844,21997,21511,24717,61742,62834
"21669","on",21639,21843,21511,24717,61742,62834
"21670","on",20461,21638,21511,24717,61742,62834
"21671","on",20079,20460,23381,24717,61742,62834
"21672","on",20079,20460,21511,23380,61742,62834
"21673","on",21844,21997,21511,24717,79808,84665
"21674","on",21639,21843,21511,24717,79808,84665
"21675","on",20461,21638,21511,24717,79808,84665
"21676","on",20079,20460,23381,24717,79808,84665
"21677","on",21844,21997,-539,5093,61742,64701
"21678","on",21844,21997,-1109,-540,61742,64701
"21679","on",21844,21997,12926,13010,61742,64701
"21680","on",21844,21997,5094,12925,61742,64701
"21681","on",21639,21843,-539,5093,61742,64701
"21682","on",21639,21843,-1109,-540,61742,64701
"21683","on",21639,21843,12926,13010,61742,64701
"21684","on",21639,21843,5094,12925,61742,64701
"21685","on",20461,21638,-539,5093,61742,64701
"21686","on",20461,21638,-1109,-540,61742,64701
"21687","on",20461,21638,12926,13010,61742,64701
"21688","on",20461,21638,5094,12925,61742,64701
"21689","on",20079,20460,-539,5093,61742,64701
"21690","on",20079,20460,-1109,-540,61742,64701
"21691","on",20079,20460,12926,13010,61742,64701
"21692","on",20079,20460,5094,12925,61742,64701
"21693","on",5621,5712,-1109,385,61742,77921
"21694","on",5536,5620,-1109,385,61742,77921
"21695","on",5713,6519,-1109,385,61742,77921
"21696","on",7259,7283,-1109,385,61742,68805
"21697","on",7284,7926,-1109,385,61742,68805
"21698","on",7927,9062,-1109,385,61742,68805
"21699","on",6520,7164,-1109,385,61742,68805
"21700","on",7165,7258,-1109,385,61742,68805
"21701","on",4619,5535,-1109,385,61742,77921
"21702","on",2531,4618,-1109,385,61742,77921
"21703","on",9063,10127,-1109,385,61742,66330
"21704","on",10128,10413,-1109,385,61742,66330
"21705","on",12999,13204,-1109,385,61742,64701
"21706","on",13205,16146,-1109,385,61742,64701
"21707","on",12829,12998,-1109,385,61742,64701
"21708","on",10493,12073,-1109,385,61742,64701
"21709","on",12074,12452,-1109,385,61742,64701
"21710","on",12453,12828,-1109,385,61742,64701
"21711","on",10414,10492,-1109,385,61742,64701
"21712","on",16147,16945,-1109,385,61742,64701
"21713","on",17059,17500,-1109,385,61742,64701
"21714","on",16946,17058,-1109,385,61742,64701
"21715","on",17501,18168,-1109,385,61742,64701
"21716","on",18620,18854,-1109,385,61742,64701
"21717","on",18855,20078,-539,385,61742,64701
"21718","on",18855,20078,-1109,-540,61742,64701
"21719","on",18169,18619,-1109,385,61742,64701
"21720","on",5621,5712,12001,24717,61742,84665
"21721","on",5536,5620,12001,24717,61742,71077
"21722","on",5536,5620,12001,24717,80279,84665
"21723","on",5713,6519,12001,24717,61742,84665
"21724","on",7259,7283,23381,24717,61742,84665
"21725","on",7284,7926,23381,24717,61742,84665
"21726","on",7927,9062,23381,24717,61742,84665
"21727","on",6520,7164,23381,24717,61742,84665
"21728","on",7165,7258,23381,24717,61742,84665
"21729","on",7259,7283,12001,23380,61742,68805
"21730","on",7284,7926,12926,23380,61742,68805
"21731","on",7927,9062,12926,23380,61742,68805
"21732","on",7284,7926,12001,12925,61742,68805
"21733","on",7927,9062,12001,12925,61742,68805
"21734","on",6520,7164,12001,23380,61742,68805
"21735","on",7165,7258,12001,23380,61742,68805
"21736","on",4619,5535,21430,24717,61742,71077
"21737","on",4619,5535,21430,24717,80279,84665
